halo_id,center_x,center_y,center_z,fof_mass_msun,fof_particle_count,M200c_msun,R200c_pkpc,N200c,mass_bin,nearest_halo_distance_pkpc,nearest_halo_mass_msun,nearest_more_massive_distance_pkpc,nearest_more_massive_mass_msun,significant_neighbor_distance_pkpc,significant_neighbor_mass_msun,significant_neighbor_distance_R200,neighbor_count_500pkpc,neighbor_count_1000pkpc,neighbor_count_2000pkpc,isolated
194,1.7960845703e+04,3.4173968750e+04,2.4886341797e+04,4.5083551979e+12,581,3.6858326034e+12,3.2582204545e+02,475,>12.5,3.1667513599e+03,3.5616782421e+12,6.1694650778e+03,1.4976119841e+13,3.1667513599e+03,3.5616782421e+12,9.7192667105e+00,0,0,0,1
168,2.5790732422e+04,2.6776655273e+03,4.4953289062e+04,5.2843199269e+12,681,3.6703133083e+12,3.2596538371e+02,473,>12.5,4.7733891609e+03,1.3967365655e+12,1.1540460991e+04,9.0943069710e+12,5.5420117693e+03,2.2890960379e+12,1.7001841442e+01,0,0,0,1
195,4.0036618652e+03,4.7167031250e+04,4.4311929688e+04,4.4850762515e+12,578,3.6625536607e+12,3.2606003555e+02,472,>12.5,1.5832487556e+03,8.7684017724e+11,1.1372740544e+04,3.2691395281e+13,2.7446656755e+03,2.7313959503e+12,8.4176696812e+00,0,0,1,1
126,2.9972925781e+04,7.5494687500e+03,3.8345417969e+04,7.5268582793e+12,970,3.5771975372e+12,3.2213969874e+02,461,>12.5,5.1235842106e+03,9.5443665310e+11,5.9789795584e+03,3.9263816786e+12,5.9789795584e+03,3.9263816786e+12,1.8560207208e+01,0,0,0,1
214,1.8334582031e+04,1.7169642578e+04,5.2657148438e+03,3.9031025914e+12,503,3.5771975372e+12,3.2346121986e+02,461,>12.5,2.9350432998e+03,7.9924370138e+11,4.8796073119e+03,4.1358921634e+12,4.8796073119e+03,4.1358921634e+12,1.5085602268e+01,0,0,0,1
180,1.6688390625e+04,3.3737070312e+04,2.3232621094e+04,4.9196167355e+12,634,3.5616782421e+12,3.2236940516e+02,459,>12.5,1.6024746250e+03,8.4580158689e+11,3.1667513599e+03,3.6858326034e+12,3.1667513599e+03,3.6858326034e+12,9.8233619853e+00,0,0,1,1
204,7.4339941406e+03,6.7696960449e+02,4.6223152344e+04,4.1824499483e+12,539,3.5616782421e+12,3.2160916136e+02,459,>12.5,4.3957855777e+03,8.6132088207e+11,7.8235909769e+03,3.6625536607e+12,7.8235909769e+03,3.6625536607e+12,2.4326393390e+01,0,0,0,1
211,2.1811906250e+04,3.0124085938e+04,2.0927613281e+04,4.0350167722e+12,520,3.5228800041e+12,3.1911593356e+02,454,>12.5,2.9931079042e+03,2.0795855531e+12,8.1827299720e+03,1.4976119841e+13,2.9931079042e+03,2.0795855531e+12,9.3793746705e+00,0,0,0,1
207,4.3595464844e+04,2.4921433594e+04,2.2895902344e+04,4.1436520065e+12,534,3.5151203565e+12,3.2093780223e+02,453,>12.5,4.1826402204e+03,1.2881014993e+12,6.6088320381e+03,3.8643044979e+12,4.7358831700e+03,2.3511732186e+12,1.4756389360e+01,0,0,0,1
193,3.1839494141e+04,2.9052451172e+04,3.1502769531e+04,4.5238746466e+12,583,3.4685624710e+12,3.1957964577e+02,447,>12.5,4.4598623907e+03,1.4665733938e+12,8.7460014398e+03,9.9711471482e+12,8.7460014398e+03,9.9711471482e+12,2.7367204250e+01,0,0,0,1
182,6.2639731445e+03,3.5232531250e+04,1.0892692383e+04,4.7954620525e+12,618,3.3366484621e+12,3.1558812773e+02,430,>12.5,2.2216243206e+03,1.8390364779e+12,6.7324516229e+03,6.7353741048e+12,2.2216243206e+03,1.8390364779e+12,7.0396321198e+00,0,0,0,1
206,2.5910166016e+04,3.5542417969e+04,2.2401402344e+04,4.1591710019e+12,536,3.3288888145e+12,3.1333339079e+02,429,>12.5,2.3856198282e+03,1.1670509970e+13,2.3856198282e+03,1.1670509970e+13,2.3856198282e+03,1.1670509970e+13,7.6136789066e+00,0,0,0,1
216,3.4296554688e+04,3.7509070312e+04,3.7409773438e+04,3.8720641473e+12,499,3.2668116338e+12,3.1361660985e+02,421,>12.5,1.7183198727e+03,8.1476299655e+11,2.5682784073e+03,1.7668717554e+13,2.5682784073e+03,1.7668717554e+13,8.1892295454e+00,0,0,1,1
203,4.2028242188e+04,1.0486436523e+04,3.8888464844e+04,4.2212483434e+12,544,3.2047344531e+12,3.1139303828e+02,413,>12.5,5.9925206740e+03,2.0105246896e+13,5.9925206740e+03,2.0105246896e+13,5.9925206740e+03,2.0105246896e+13,1.9244234576e+01,0,0,0,1
119,1.1570510742e+04,1.8454513672e+04,9.5570927734e+03,8.0079566561e+12,1032,3.1426572724e+12,3.0971797788e+02,405,12.0-12.5,1.2449453859e+03,1.9476715441e+12,2.6244593080e+03,3.1752477923e+13,1.2449453859e+03,1.9476715441e+12,4.0196096928e+00,0,0,4,1
229,3.5259781250e+04,4.8149550781e+04,3.7562739258e+03,3.6703133541e+12,473,3.1426572724e+12,3.0986959704e+02,405,12.0-12.5,4.8861479048e+03,1.9352561080e+13,4.8861479048e+03,1.9352561080e+13,4.8861479048e+03,1.9352561080e+13,1.5768400487e+01,0,0,0,1
161,4.5979882812e+03,3.0609406250e+04,8.6186787109e+03,5.5093498933e+12,710,3.1193783296e+12,3.0752574864e+02,402,12.0-12.5,2.0917242016e+03,1.1949857283e+12,4.2067807516e+03,5.4860708434e+12,4.2067807516e+03,5.4860708434e+12,1.3679442356e+01,0,0,0,1
212,3.9039937500e+04,3.4302360840e+03,4.1864917969e+04,4.0117378258e+12,517,3.0650607965e+12,3.0707449469e+02,395,12.0-12.5,1.5899438701e+03,8.3028229172e+11,1.7448858516e+03,1.1538595961e+13,1.7448858516e+03,1.1538595961e+13,5.6822884408e+00,0,0,2,1
240,9.4185516357e+02,3.6816609375e+04,4.1729886719e+04,3.4918415072e+12,450,3.0650607965e+12,3.0428536284e+02,395,12.0-12.5,2.4815030649e+03,7.1311161317e+12,2.4815030649e+03,7.1311161317e+12,2.4815030649e+03,7.1311161317e+12,8.1551838108e+00,0,0,0,1
208,1.2472776367e+04,1.1909175781e+04,1.5705519531e+04,4.1203730601e+12,531,3.0185029110e+12,3.0449318502e+02,389,12.0-12.5,4.5542770739e+03,1.0785910145e+12,1.1549277381e+04,4.2134886393e+12,1.1549277381e+04,4.2134886393e+12,3.7929510246e+01,0,0,0,1
188,3.0562105469e+04,1.8720128906e+04,8.2439619141e+03,4.7333851643e+12,610,3.0029836159e+12,3.0449299121e+02,387,12.0-12.5,1.7821235057e+03,4.6092306662e+12,1.7821235057e+03,4.6092306662e+12,1.7821235057e+03,4.6092306662e+12,5.8527570655e+00,0,0,1,1
213,4.0269261719e+04,3.1784470703e+04,3.4778406250e+04,3.9419009865e+12,508,2.9874643207e+12,3.0433735127e+02,385,12.0-12.5,2.5409324730e+03,5.6567830903e+12,2.5409324730e+03,5.6567830903e+12,2.5409324730e+03,5.6567830903e+12,8.3490654776e+00,0,0,0,1
219,3.4195984375e+04,3.4627699219e+04,2.9519564453e+04,3.7479096910e+12,483,2.9641853779e+12,3.0390326863e+02,382,12.0-12.5,3.2626026074e+03,1.1096296048e+12,7.8772905730e+03,1.5922796847e+13,7.1337920897e+03,2.2114995621e+12,2.3473890629e+01,0,0,0,1
201,4.6632679688e+04,4.7497496094e+04,3.7370171875e+04,4.2833256849e+12,552,2.8943485496e+12,3.0060996223e+02,373,12.0-12.5,1.7212757198e+03,5.3774357772e+12,1.7212757198e+03,5.3774357772e+12,1.7212757198e+03,5.3774357772e+12,5.7259437015e+00,0,0,1,1
217,4.8816669922e+03,2.8166039062e+04,3.5041777344e+04,3.7867080861e+12,488,2.8788292545e+12,3.0114676790e+02,371,12.0-12.5,1.2861247123e+03,8.6132088207e+11,2.1667509622e+03,4.6092306662e+12,2.1667509622e+03,4.6092306662e+12,7.1949998908e+00,0,0,1,1
209,3.7149554688e+04,5.3261552734e+03,3.2392116699e+03,4.1048536114e+12,529,2.8633099593e+12,2.9795949229e+02,369,12.0-12.5,2.6615700419e+03,3.2528442681e+13,2.6615700419e+03,3.2528442681e+13,2.6615700419e+03,3.2528442681e+13,8.9326573267e+00,0,0,0,1
253,2.3175363281e+04,3.7493937500e+04,2.1978964844e+04,3.2202536480e+12,415,2.8633099593e+12,3.0017699002e+02,369,12.0-12.5,4.5453583067e+03,1.4277751559e+12,5.0299352001e+03,3.3288888145e+12,5.0299352001e+03,3.3288888145e+12,1.6756564851e+01,0,0,0,1
210,1.8093433594e+04,3.0350668945e+03,1.2758028320e+04,4.0815746650e+12,526,2.8477906641e+12,2.9894381425e+02,367,12.0-12.5,1.2507299527e+03,1.5984874028e+12,5.7843870496e+03,3.9031027358e+12,1.2507299527e+03,1.5984874028e+12,4.1838295128e+00,0,0,2,1
153,3.9237558594e+04,3.9478003906e+04,4.0854250000e+04,5.8507741383e+12,754,2.8400310165e+12,2.9925314801e+02,366,12.0-12.5,1.9890459547e+03,1.1484278428e+12,4.5529848614e+03,7.1311161317e+12,4.5529848614e+03,7.1311161317e+12,1.5214492785e+01,0,0,1,1
197,7.9051176758e+03,4.9082351562e+04,7.9335605469e+03,4.4462778564e+12,573,2.8089924262e+12,2.9840545356e+02,362,12.0-12.5,2.9081677686e+03,7.9148405379e+12,2.9081677686e+03,7.9148405379e+12,2.9081677686e+03,7.9148405379e+12,9.7456924260e+00,0,0,0,1
224,2.7514328125e+04,3.6788632812e+04,3.8590898438e+03,3.6780728518e+12,474,2.8012327786e+12,2.9618501796e+02,361,12.0-12.5,3.9888224959e+03,7.9924370138e+11,3.9982696377e+03,3.5865091143e+13,3.9982696377e+03,3.5865091143e+13,1.3499229857e+01,0,0,0,1
246,1.8574171875e+04,2.1646224609e+04,7.1100307617e+03,3.3832062729e+12,436,2.7857134834e+12,2.9735045727e+02,359,12.0-12.5,2.2854004361e+03,1.3369872791e+13,2.2854004361e+03,1.3369872791e+13,2.2854004361e+03,1.3369872791e+13,7.6858816934e+00,0,0,0,1
226,8.1584770508e+03,3.3349449219e+04,3.4321597656e+04,3.6703133541e+12,473,2.7701941883e+12,2.9670058703e+02,357,12.0-12.5,5.2688538713e+03,1.6528049359e+12,6.2964348973e+03,9.3333041167e+13,5.2688538713e+03,1.6528049359e+12,1.7758151152e+01,0,0,0,1
243,2.7441833984e+04,2.6451673828e+04,1.7933466797e+04,3.4685625608e+12,447,2.7701941883e+12,2.9605674524e+02,357,12.0-12.5,1.1824463483e+03,1.1018699572e+12,9.6313039144e+03,4.7644236179e+12,7.3184407441e+03,2.4986065228e+12,2.4719723032e+01,0,0,1,1
178,7.0702500000e+03,3.6237062500e+04,2.8542322266e+04,4.9661746283e+12,640,2.7624345407e+12,2.9654022369e+02,356,12.0-12.5,2.0826390348e+03,9.2339806276e+11,3.0484454183e+03,6.0913233552e+12,2.6662775499e+03,1.8157575352e+12,8.9912846110e+00,0,0,0,1
247,4.0612375000e+04,4.4380511719e+04,3.8393007812e+04,3.3754467752e+12,435,2.7469152455e+12,2.9434864555e+02,354,12.0-12.5,4.8862391190e+03,1.1460999485e+13,4.8862391190e+03,1.1460999485e+13,4.8862391190e+03,1.1460999485e+13,1.6600175312e+01,0,0,0,1
254,3.9622562500e+04,3.3255906250e+04,8.4181162109e+03,3.2124941503e+12,414,2.7469152455e+12,2.9474191540e+02,354,12.0-12.5,2.8797504584e+03,2.7158766552e+12,8.2216249003e+03,4.9196165696e+12,2.8797504584e+03,2.7158766552e+12,9.7704137348e+00,0,0,0,1
235,3.7098078125e+04,1.1606450195e+04,4.3747553711e+03,3.5383994000e+12,456,2.7391555979e+12,2.9601446292e+02,353,12.0-12.5,2.8714058639e+03,1.1329085476e+12,3.9753263960e+03,5.0577382967e+13,2.8714856899e+03,1.4355348034e+12,9.7004911907e+00,0,0,0,1
196,2.2153254395e+03,4.7502578125e+04,4.3990542969e+04,4.4617973051e+12,575,2.7313959503e+12,2.9536410041e+02,352,12.0-12.5,1.3983202479e+03,8.7684017724e+11,2.7446656755e+03,3.6625536607e+12,2.7446656755e+03,3.6625536607e+12,9.2924823012e+00,0,0,1,1
231,3.7931730469e+04,3.4084851562e+04,7.9573637695e+03,3.6392746833e+12,469,2.7158766552e+12,2.9503934741e+02,350,12.0-12.5,2.8797504584e+03,2.7469152455e+12,2.8797504584e+03,2.7469152455e+12,2.8797504584e+03,2.7469152455e+12,9.7605640864e+00,0,0,0,1
228,4.5151941406e+04,6.8896030273e+03,3.5496964844e+04,3.6703133541e+12,473,2.7081170076e+12,2.9320652834e+02,349,12.0-12.5,2.1396840256e+03,1.9787101345e+12,2.2686103985e+03,7.4104634448e+12,2.1396840256e+03,1.9787101345e+12,7.2975320082e+00,0,0,0,1
239,4.2992485352e+03,3.9653339844e+04,4.4604445312e+04,3.4918415072e+12,450,2.7081170076e+12,2.9443436900e+02,349,12.0-12.5,3.0764583375e+03,9.6995594827e+11,3.5356566857e+03,3.2691395281e+13,3.5356566857e+03,3.2691395281e+13,1.2008301537e+01,0,0,0,1
241,2.2496386719e+04,7.0214482422e+03,2.2717462891e+04,3.4763220585e+12,448,2.7081170076e+12,2.9489448720e+02,349,12.0-12.5,1.8531903569e+03,2.4210100469e+12,6.9841617768e+03,5.2377621207e+12,1.8531903569e+03,2.4210100469e+12,6.2842489003e+00,0,0,1,1
249,3.2093394531e+04,6.9036816406e+02,4.1764780273e+03,3.2900904872e+12,424,2.7081170076e+12,2.9406109766e+02,349,12.0-12.5,3.1303250738e+03,9.6219630069e+11,5.4912098308e+03,1.0692794374e+13,5.4912098308e+03,1.0692794374e+13,1.8673703780e+01,0,0,0,1
275,3.8284679688e+04,2.8584273438e+04,1.9581687500e+04,2.9874644107e+12,385,2.7081170076e+12,2.9433660873e+02,349,12.0-12.5,1.5010239271e+03,1.1507557370e+13,1.5010239271e+03,1.1507557370e+13,1.5010239271e+03,1.1507557370e+13,5.0996847915e+00,0,0,1,1
255,2.7109666016e+04,1.6464013672e+04,2.2901789062e+04,3.1969747016e+12,412,2.7003573600e+12,2.9437135758e+02,348,12.0-12.5,7.5504269208e+03,1.9321522490e+12,1.5613292998e+04,2.7081170076e+12,7.5504269208e+03,1.9321522490e+12,2.5649326017e+01,0,0,0,1
266,1.5223329102e+04,3.3764175781e+04,2.7245718750e+04,3.1116186404e+12,401,2.6925977124e+12,2.9226367535e+02,347,12.0-12.5,5.4027220104e+03,3.6858326034e+12,5.4027220104e+03,3.6858326034e+12,5.4027220104e+03,3.6858326034e+12,1.8485780020e+01,0,0,0,1
200,1.0253633789e+04,4.3794074219e+04,4.8618351562e+04,4.3221236267e+12,557,2.6615591221e+12,2.9290732109e+02,343,12.0-12.5,2.4345719599e+03,8.3028229172e+11,7.7371843161e+03,7.9427752692e+13,2.8436148120e+03,1.3889769179e+12,9.7082408230e+00,0,0,0,1
267,4.8619207031e+04,4.6743234375e+04,1.1243838867e+04,3.0883396940e+12,398,2.6615591221e+12,2.9131546530e+02,343,12.0-12.5,2.9673111778e+03,1.5829681076e+12,8.9210384554e+03,3.5073607090e+13,2.9673111778e+03,1.5829681076e+12,1.0185903363e+01,0,0,0,1
270,3.6293992188e+04,4.6421816406e+04,3.8667335938e+04,3.0728204719e+12,396,2.6460398269e+12,2.9166679063e+02,341,12.0-12.5,1.8463806627e+03,1.4976119841e+12,2.5270928811e+03,7.5656563965e+12,1.8463806627e+03,1.4976119841e+12,6.3304452959e+00,0,0,1,1
282,1.3686543945e+04,4.2377515625e+04,3.1727751465e+03,2.9176275715e+12,376,2.6072415890e+12,2.9021981427e+02,336,12.0-12.5,2.7279495349e+03,7.9427752692e+13,2.7279495349e+03,7.9427752692e+13,2.7279495349e+03,7.9427752692e+13,9.3995978246e+00,0,0,0,1
280,5.9956964111e+02,1.7373826172e+04,3.7289011719e+04,2.9564257399e+12,381,2.5994819414e+12,2.8789312808e+02,335,12.0-12.5,5.8284574408e+03,1.5208909269e+12,1.0314322652e+04,4.3764412386e+12,5.8284574408e+03,1.5208909269e+12,2.0245212103e+01,0,0,0,1
187,3.1153757812e+04,2.6727337646e+02,3.4031714844e+04,4.7566641107e+12,613,2.5917222938e+12,2.8946254820e+02,334,12.0-12.5,7.2457911676e+03,2.4054907517e+12,9.1996142016e+03,9.0943069710e+12,7.2457911676e+03,2.4054907517e+12,2.5031877916e+01,0,0,0,1
234,1.1991529297e+04,3.5675355469e+04,3.4916574219e+04,3.5461588977e+12,457,2.5839626462e+12,2.8816931782e+02,333,12.0-12.5,6.7184268540e+03,2.7701941883e+12,6.7184268540e+03,2.7701941883e+12,6.7184268540e+03,2.7701941883e+12,2.3314164412e+01,0,0,0,1
225,2.6345824219e+04,2.2942980957e+03,3.5362445312e+04,3.6703133541e+12,473,2.5762029986e+12,2.9010980111e+02,332,12.0-12.5,3.0726591605e+03,9.0943069710e+12,3.0726591605e+03,9.0943069710e+12,3.0726591605e+03,9.0943069710e+12,1.0591366265e+01,0,0,0,1
220,2.4416423828e+04,1.7094256592e+03,2.2155493164e+03,3.7168712469e+12,479,2.5606837034e+12,2.8338199249e+02,330,12.0-12.5,1.4066585152e+03,6.9759231800e+12,1.4066585152e+03,6.9759231800e+12,1.4066585152e+03,6.9759231800e+12,4.9638246343e+00,0,0,1,1
306,3.3092617188e+04,1.1327225586e+04,2.8050205078e+03,2.7003573295e+12,348,2.5529240559e+12,2.8913859585e+02,329,12.0-12.5,1.1162383247e+03,1.4743330414e+12,1.8361506455e+03,5.2222428255e+12,1.1162383247e+03,1.4743330414e+12,3.8605649359e+00,0,0,3,1
202,5.8099565430e+03,2.0583695312e+04,2.2156125000e+04,4.2367677921e+12,546,2.5451644083e+12,2.8585507795e+02,328,12.0-12.5,2.0301313520e+03,1.4820926890e+12,9.2607488945e+03,6.9293652945e+12,2.0301313520e+03,1.4820926890e+12,7.1019600792e+00,0,0,0,1
233,1.8080630859e+04,4.7654306641e+03,5.0685361328e+03,3.5539186220e+12,458,2.5451644083e+12,2.8874617311e+02,328,12.0-12.5,1.6668496665e+03,9.3891735793e+11,6.0636645470e+03,3.3538748797e+14,3.0548301045e+03,1.6838435262e+12,1.0579638413e+01,0,0,1,1
245,2.3910597656e+04,2.3547775391e+04,1.9960201172e+04,3.4375238900e+12,443,2.5141258179e+12,2.8222865266e+02,324,12.0-12.5,5.4062637015e+03,1.9321522490e+12,7.4286849949e+03,2.7701941883e+12,5.4062637015e+03,1.9321522490e+12,1.9155616025e+01,0,0,0,1
276,3.8909001465e+03,4.7121382812e+04,2.3156691406e+04,2.9719449620e+12,383,2.5141258179e+12,2.8556846872e+02,324,12.0-12.5,2.4845432916e+03,1.4898523365e+12,6.6017966827e+03,4.8575393889e+12,2.4845432916e+03,1.4898523365e+12,8.7003418224e+00,0,0,0,1
244,4.1341484375e+03,9.3234833984e+03,3.1960421875e+04,3.4452836144e+12,444,2.4986065228e+12,2.8442890467e+02,322,12.0-12.5,6.4451173774e+03,1.1561874903e+12,6.6554844307e+03,4.0272570972e+12,6.6554844307e+03,4.0272570972e+12,2.3399465812e+01,0,0,0,1
260,2.7476222656e+04,3.0622376953e+04,2.0555900391e+04,3.1504168088e+12,406,2.4986065228e+12,2.8668163547e+02,322,12.0-12.5,1.4342353240e+03,1.0553120717e+12,7.3184407441e+03,2.7701941883e+12,4.5870857535e+03,1.8700750683e+12,1.6000626430e+01,0,0,1,1
281,4.2637255859e+03,4.6643316406e+04,8.5524443359e+03,2.9409065179e+12,379,2.4986065228e+12,2.8464817901e+02,322,12.0-12.5,1.6332392143e+03,3.5073607090e+13,1.6332392143e+03,3.5073607090e+13,1.6332392143e+03,3.5073607090e+13,5.7377469266e+00,0,0,1,1
242,1.6443222656e+04,1.2942756348e+03,6.9184125977e+03,3.4685625608e+12,447,2.4908468752e+12,2.8639622440e+02,321,12.0-12.5,4.4510010442e+03,1.6605645834e+12,6.3287642933e+03,2.5451644083e+12,4.4510010442e+03,1.6605645834e+12,1.5541409645e+01,0,0,0,1
238,4.0715753906e+04,2.9768101562e+04,2.0014357422e+04,3.4996010049e+12,451,2.4830872276e+12,2.8634040475e+02,320,12.0-12.5,4.0677198001e+03,2.7081170076e+12,4.0677198001e+03,2.7081170076e+12,4.0677198001e+03,2.7081170076e+12,1.4205888281e+01,0,0,0,1
294,2.9611046875e+04,3.6878085938e+04,3.7424699219e+04,2.7701941687e+12,357,2.4830872276e+12,2.8040372430e+02,320,12.0-12.5,1.0795559417e+03,1.3579383276e+12,6.1046126573e+03,1.5922796847e+13,1.0795559417e+03,1.3579383276e+12,3.8500057170e+00,0,0,1,1
218,4.5130164062e+04,4.7476656250e+04,4.5163967896e+02,3.7479096910e+12,483,2.4675679324e+12,2.8374223688e+02,318,12.0-12.5,2.2165589306e+03,1.1329085476e+12,4.5298004227e+03,8.4735351641e+12,2.9793587414e+03,2.0330276676e+12,1.0500229977e+01,0,0,0,1
307,1.0555333984e+04,2.0948076172e+04,1.0650103516e+04,2.6770783831e+12,345,2.4675679324e+12,2.8569411930e+02,318,12.0-12.5,2.4432943810e+03,3.1752477923e+13,2.4432943810e+03,3.1752477923e+13,2.4432943810e+03,3.1752477923e+13,8.5521339642e+00,0,0,0,1
177,7.4603012695e+03,3.8139339844e+04,3.0658603516e+04,4.9739341260e+12,641,2.4442889896e+12,2.8415060767e+02,315,12.0-12.5,1.8921510790e+03,1.9011136586e+12,2.6733709428e+03,6.0913233552e+12,1.8921510790e+03,1.9011136586e+12,6.6589724881e+00,0,0,1,1
287,3.5018156250e+04,1.4296509766e+04,9.3524298096e+02,2.8245117858e+12,364,2.4287696945e+12,2.8405633103e+02,313,12.0-12.5,2.9326220330e+03,2.0407873152e+12,5.0991535399e+03,5.0577382967e+13,2.9326220330e+03,2.0407873152e+12,1.0324086150e+01,0,0,0,1
285,4.5203305664e+03,2.9929500000e+04,3.4203339844e+04,2.8555502299e+12,368,2.4210100469e+12,2.8325999623e+02,312,12.0-12.5,1.2995913443e+03,8.6908052965e+11,2.9497674621e+03,2.8788292545e+12,2.0132258064e+03,2.3744521614e+12,7.1073424881e+00,0,0,1,1
299,2.3484978516e+04,7.0300375977e+03,2.3478408203e+04,2.7313960002e+12,352,2.4210100469e+12,2.8409621091e+02,312,12.0-12.5,1.8531903569e+03,2.7081170076e+12,1.8531903569e+03,2.7081170076e+12,1.8531903569e+03,2.7081170076e+12,6.5231083194e+00,0,0,1,1
301,2.4293427734e+03,2.1997673828e+04,1.2242675781e+04,2.7236362759e+12,351,2.4210100469e+12,2.8363045299e+02,312,12.0-12.5,3.2832713171e+03,1.2570629090e+12,8.9562439177e+03,1.1732587150e+13,3.2832713171e+03,1.2570629090e+12,1.1575877282e+01,0,0,0,1
250,2.6692802734e+04,2.0852639160e+03,3.3264660156e+04,3.2823309896e+12,423,2.4054907517e+12,2.8289372690e+02,310,12.0-12.5,3.1737037606e+03,2.5762029986e+12,3.1737037606e+03,2.5762029986e+12,3.1737037606e+03,2.5762029986e+12,1.1218713810e+01,0,0,0,1
251,4.4002882812e+04,2.3920654297e+03,4.3677417969e+04,3.2512923188e+12,419,2.3977311041e+12,2.8283059684e+02,309,12.0-12.5,4.0717081127e+03,1.6528049359e+12,4.1692507697e+03,8.8250471998e+13,4.0717081127e+03,1.6528049359e+12,1.4396278756e+01,0,0,0,1
175,3.5255859375e+04,4.0883394531e+04,4.5038792969e+04,4.9972130724e+12,644,2.3899714565e+12,2.8195270752e+02,308,12.0-12.5,4.1009936512e+03,2.3356539234e+12,5.1392770687e+03,8.5899298779e+12,4.1009936512e+03,2.3356539234e+12,1.4544969925e+01,0,0,0,1
190,4.0627957031e+04,2.9755324219e+04,1.0128801758e+04,4.6713078227e+12,602,2.3822118090e+12,2.8255204264e+02,307,12.0-12.5,1.7750188364e+03,1.0320331290e+12,5.9771927219e+03,2.7469152455e+12,5.9771927219e+03,2.7469152455e+12,2.1154307242e+01,0,0,1,1
236,4.2887617188e+04,4.6419718750e+04,3.4341777344e+04,3.5383994000e+12,456,2.3744521614e+12,2.8153039019e+02,306,12.0-12.5,4.6988736370e+03,1.3610421866e+13,4.6988736370e+03,1.3610421866e+13,4.6988736370e+03,1.3610421866e+13,1.6690466822e+01,0,0,0,1
296,4.2002065430e+03,3.1232564453e+04,3.4394105469e+04,2.7469152223e+12,354,2.3744521614e+12,2.8071268662e+02,306,12.0-12.5,2.0132258064e+03,2.4210100469e+12,2.0132258064e+03,2.4210100469e+12,2.0132258064e+03,2.4210100469e+12,7.1718376204e+00,0,0,0,1
311,2.2225960938e+04,2.4745357422e+04,6.6715239258e+03,2.6150012682e+12,337,2.3666925138e+12,2.7671701901e+02,305,12.0-12.5,3.5668326683e+03,8.6908052965e+11,6.8819977732e+03,1.3369872791e+13,6.8819977732e+03,1.3369872791e+13,2.4870164466e+01,0,0,0,1
273,2.4370000000e+04,2.9248488770e+03,2.5971623047e+04,3.0185028548e+12,389,2.3589328662e+12,2.8179394105e+02,304,12.0-12.5,2.0618322388e+03,9.6995594827e+11,7.2546741099e+03,2.4210100469e+12,7.2546741099e+03,2.4210100469e+12,2.5744606441e+01,0,0,0,1
257,4.1895562500e+04,2.6179097656e+04,2.0509857422e+04,3.1736957552e+12,409,2.3511732186e+12,2.8080797152e+02,303,12.0-12.5,2.8919467775e+03,1.0009945386e+12,4.7358831700e+03,3.5151203565e+12,4.7358831700e+03,3.5151203565e+12,1.6865202025e+01,0,0,0,1
230,3.3621472656e+04,4.1351738281e+04,4.7213968750e+04,3.6703133541e+12,473,2.3356539234e+12,2.8069639547e+02,301,12.0-12.5,1.0416368814e+03,8.5899298779e+12,1.0416368814e+03,8.5899298779e+12,1.0416368814e+03,8.5899298779e+12,3.7109022354e+00,0,0,1,1
288,4.5642378906e+04,2.7309050781e+04,1.9522058594e+04,2.8245117858e+12,364,2.3278942759e+12,2.7690982173e+02,300,12.0-12.5,4.6500734182e+03,1.7691996496e+12,5.9955921288e+03,2.3511732186e+12,4.6500734182e+03,1.7691996496e+12,1.6792735589e+01,0,0,0,1
292,9.0124150391e+03,2.2499785156e+04,3.4518039062e+04,2.7779538930e+12,358,2.3278942759e+12,2.7975089751e+02,300,12.0-12.5,5.7958641382e+03,1.0320331290e+12,8.1119660436e+03,1.0576399660e+13,8.1119660436e+03,1.0576399660e+13,2.8997104623e+01,0,0,0,1
274,9.0992275391e+03,3.0252904297e+04,7.5855698242e+03,2.9874644107e+12,385,2.3123749807e+12,2.7888736429e+02,298,12.0-12.5,2.5752086661e+03,1.2725822041e+12,3.1355617268e+03,4.1048535731e+12,2.5752086661e+03,1.2725822041e+12,9.2338664129e+00,0,0,0,1
259,4.6336031250e+04,4.8077414062e+04,3.9083632812e+04,3.1581765332e+12,407,2.2968556855e+12,2.7738521265e+02,296,12.0-12.5,2.7229641009e+03,2.8943485496e+12,2.7229641009e+03,2.8943485496e+12,2.7229641009e+03,2.8943485496e+12,9.8165438414e+00,0,0,0,1
278,2.8954570312e+04,3.8280659180e+03,4.3345125000e+04,2.9719449620e+12,383,2.2890960379e+12,2.7896899520e+02,295,12.0-12.5,2.7307164183e+03,1.3967365655e+12,5.5420117693e+03,3.6703133083e+12,2.7307164183e+03,1.3967365655e+12,9.7886018349e+00,0,0,0,1
314,2.6446898438e+04,4.5946031250e+04,7.3954077148e+03,2.5762030998e+12,332,2.2890960379e+12,2.7714441226e+02,295,12.0-12.5,3.3301980353e+03,1.0941103097e+12,3.5015895679e+03,1.1383403009e+13,3.5015895679e+03,1.1383403009e+13,1.2634530638e+01,0,0,0,1
269,6.8498857422e+03,4.5613816406e+04,4.8054078125e+04,3.0805801963e+12,397,2.2813363903e+12,2.7869719200e+02,294,12.0-12.5,3.9129119569e+03,1.3889769179e+12,5.7942483726e+03,2.6615591221e+12,3.9129119569e+03,1.3889769179e+12,1.4040012132e+01,0,0,0,1
