halo_id,center_x,center_y,center_z,fof_mass_msun,fof_particle_count,M200c_msun,R200c_pkpc,N200c,mass_bin,nearest_halo_distance_pkpc,nearest_halo_mass_msun,nearest_more_massive_distance_pkpc,nearest_more_massive_mass_msun,significant_neighbor_distance_pkpc,significant_neighbor_mass_msun,significant_neighbor_distance_R200,neighbor_count_500pkpc,neighbor_count_1000pkpc,neighbor_count_2000pkpc,isolated
97,9.1374033203e+03,4.4068876953e+03,7.2798862305e+03,1.0009945140e+13,1290,8.3105825648e+12,4.2829034836e+02,1071,>12.5,5.0854412344e+03,2.4427370601e+13,5.0854412344e+03,2.4427370601e+13,5.0854412344e+03,2.4427370601e+13,1.1873817035e+01,0,0,0,1
92,3.5431500000e+04,6.5764516602e+03,4.1166675781e+04,1.1173892460e+13,1440,8.2795439745e+12,4.2818796186e+02,1067,>12.5,2.3775574566e+03,1.3036207945e+12,7.3851686731e+03,9.2060458962e+13,7.3851686731e+03,9.2060458962e+13,1.7247492529e+01,0,0,0,1
55,6.3083276367e+03,4.7984988281e+04,8.2145449219e+03,1.9150810219e+13,2468,7.9148405379e+12,4.2170730188e+02,1020,>12.5,1.5615066916e+03,8.6132088207e+11,4.8207640617e+03,3.5073607090e+13,4.8207640617e+03,3.5073607090e+13,1.1431540408e+01,0,0,1,1
96,9.1975117188e+03,2.4777792969e+04,1.0520500000e+04,1.0040984038e+13,1294,7.6975704055e+12,4.1703428218e+02,992,>12.5,1.4233183715e+03,2.0407873152e+12,2.9080766909e+03,5.1508540677e+13,2.9080766909e+03,5.1508540677e+13,6.9732317345e+00,0,0,2,1
100,2.1929931641e+03,4.0854250000e+04,6.2247866211e+03,9.3038177037e+12,1199,7.5889353393e+12,4.1595168502e+02,978,>12.5,2.5455115610e+03,8.5356123448e+11,8.7605762338e+03,3.5073607090e+13,7.4128974487e+03,4.3143640579e+12,1.7821534845e+01,0,0,0,1
101,3.5726750000e+04,4.4889160156e+04,3.8194667969e+04,9.2572598109e+12,1193,7.5656563965e+12,4.1437951648e+02,975,>12.5,1.2267967913e+03,1.1398922304e+13,1.2267967913e+03,1.1398922304e+13,1.2267967913e+03,1.1398922304e+13,2.9605633060e+00,0,0,1,0
102,4.4240007812e+04,5.7110844727e+03,3.5831476562e+04,9.1408650789e+12,1178,7.4104634448e+12,4.1211655494e+02,955,>12.5,1.2172801930e+03,1.9787101345e+12,3.6390938513e+03,2.0105246896e+13,2.8612004545e+03,4.0039781545e+12,6.9426972060e+00,0,0,2,1
84,4.1544445312e+04,1.5587729492e+04,2.7530749512e+03,1.3300035627e+13,1714,7.1388757793e+12,4.0749801191e+02,920,>12.5,2.1137155463e+03,1.5519295172e+12,6.7037530086e+03,1.2648225565e+13,6.7037530086e+03,1.2648225565e+13,1.6451007889e+01,0,0,0,1
87,3.6640875000e+04,4.0906734375e+04,4.0072832031e+04,1.2074011419e+13,1556,7.1311161317e+12,4.0514712949e+02,919,>12.5,1.6801076094e+03,9.2339806276e+11,2.2491509132e+03,7.0317926426e+13,2.2491509132e+03,7.0317926426e+13,5.5514423021e+00,0,0,2,1
114,2.3410412598e+03,3.6674828125e+04,4.0828273438e+04,8.4114577893e+12,1084,7.1311161317e+12,4.0747864717e+02,919,>12.5,2.2979970616e+03,2.3992830336e+13,2.2979970616e+03,2.3992830336e+13,2.2979970616e+03,2.3992830336e+13,5.6395521032e+00,0,0,0,1
99,3.3861921875e+04,3.7912156250e+04,3.4580921875e+04,9.3115767481e+12,1200,7.1155968365e+12,4.0699555278e+02,917,>12.5,2.5565756342e+03,1.7668717554e+13,2.5565756342e+03,1.7668717554e+13,2.5565756342e+03,1.7668717554e+13,6.2815812525e+00,0,0,0,1
110,2.3064593750e+04,3.4981968750e+04,4.4385961914e+03,8.6675261998e+12,1117,7.0767985986e+12,4.0592641793e+02,912,>12.5,2.1623268890e+03,3.9341413262e+12,6.1639472512e+03,3.5865091143e+13,2.1623268890e+03,3.9341413262e+12,5.3268937264e+00,0,0,0,1
60,2.3996369141e+04,2.1489133301e+03,2.9415952148e+03,1.7210898623e+13,2218,6.9759231800e+12,4.0386656400e+02,899,>12.5,1.4066585152e+03,2.5606837034e+12,4.0195026280e+03,1.0863506621e+13,4.0195026280e+03,1.0863506621e+13,9.9525511302e+00,0,0,1,1
106,4.8454222656e+04,4.4583433594e+04,2.9613496094e+04,8.8537577710e+12,1141,6.9371249420e+12,4.0354866429e+02,894,>12.5,2.3163764925e+03,4.1824500490e+12,5.8355158813e+03,3.3366484621e+13,2.3163764925e+03,4.1824500490e+12,5.7400177414e+00,0,0,0,1
107,7.5651318359e+03,2.3887355469e+04,1.7168927734e+04,8.7994399272e+12,1134,6.9293652945e+12,4.0220444505e+02,893,>12.5,3.1500108624e+03,1.4588137462e+12,1.0254841864e+04,7.6975704055e+12,1.0254841864e+04,7.6975704055e+12,2.5496590080e+01,0,0,0,1
122,3.4438339844e+04,1.6151644531e+04,4.5013140625e+04,7.8139651339e+12,1007,6.9060863517e+12,4.0200535168e+02,890,>12.5,3.8388879552e+03,4.9661744552e+12,1.0169276678e+04,5.0096284816e+13,3.8388879552e+03,4.9661744552e+12,9.5493453985e+00,0,0,0,1
118,1.9395857422e+04,3.5040992188e+04,4.5412718750e+04,8.1088314861e+12,1045,6.7586530476e+12,4.0027435265e+02,871,>12.5,1.2266055008e+03,1.3424190324e+12,1.1184786401e+04,1.2989650059e+13,7.5525488224e+03,6.3706706683e+12,1.8868430546e+01,0,0,1,1
120,5.0625278320e+03,3.7167656250e+04,1.4811039062e+04,7.9846777097e+12,1029,6.7353741048e+12,3.9920262460e+02,868,>12.5,2.2029556645e+03,7.7596475862e+11,1.0903278362e+04,4.6340615385e+13,5.0284296186e+03,6.4327478489e+12,1.2596183764e+01,0,0,0,1
105,3.3820003906e+04,8.9822558594e+03,4.7903472656e+04,8.8692767664e+12,1143,6.7120951620e+12,3.9905031707e+02,865,>12.5,2.4559783070e+03,2.2813363903e+12,9.7604871890e+03,5.0577382967e+13,6.7716491849e+03,5.2222428255e+12,1.6969411864e+01,0,0,0,1
125,1.7685659180e+03,4.3658656250e+04,1.7472343750e+04,7.5423772747e+12,972,6.6189793910e+12,3.9621121351e+02,853,>12.5,1.0007062567e+03,8.0700334896e+11,1.4171511422e+03,1.1802423979e+13,1.4171511422e+03,1.1802423979e+13,3.5767567749e+00,0,0,2,1
117,1.5180506836e+04,3.9272757812e+04,4.4166785156e+04,8.2950630573e+12,1069,6.5025846772e+12,3.9454883553e+02,838,>12.5,8.7226132115e+02,1.2493032614e+12,2.7488878757e+03,1.2989650059e+13,2.7488878757e+03,1.2989650059e+13,6.9671676311e+00,0,1,1,1
127,3.6369118652e+03,4.0097531250e+04,1.5728980469e+04,7.4958193819e+12,966,6.4327478489e+12,3.9289281551e+02,829,>12.5,1.8981515154e+03,1.2958611469e+12,5.0284296186e+03,6.7353741048e+12,5.0284296186e+03,6.7353741048e+12,1.2798476888e+01,0,0,1,1
116,1.7183843750e+04,2.4250257812e+04,8.0405258789e+03,8.3183420037e+12,1072,6.4172285538e+12,3.9339119241e+02,827,>12.5,1.1361422476e+03,1.8002382400e+12,2.3377776985e+03,1.3369872791e+13,2.3377776985e+03,1.3369872791e+13,5.9426284665e+00,0,0,2,1
124,1.7105935547e+04,3.3497519531e+04,4.1143664062e+04,7.6122145673e+12,981,6.3706706683e+12,3.9190458300e+02,821,>12.5,7.5525488224e+03,6.7586530476e+12,7.5525488224e+03,6.7586530476e+12,7.5525488224e+03,6.7586530476e+12,1.9271397044e+01,0,0,0,1
121,1.1803573242e+04,3.7815593750e+04,3.9445113281e+04,7.9148408705e+12,1020,6.3551513731e+12,3.9215574315e+02,819,>12.5,3.4970929470e+03,1.0009945386e+12,7.2381979700e+03,1.2989650059e+13,7.2381979700e+03,1.2989650059e+13,1.8457457519e+01,0,0,0,1
104,6.4905395508e+03,3.3570558594e+04,1.7591492920e+03,8.9934314494e+12,1159,6.3318724303e+12,3.9135786425e+02,816,>12.5,5.0729555347e+03,5.6878216807e+12,9.8932838784e+03,5.7056688701e+13,5.0729555347e+03,5.6878216807e+12,1.2962446901e+01,0,0,0,1
131,5.7367343750e+03,3.9014601562e+04,4.2179042969e+04,7.1233566928e+12,918,6.2697952496e+12,3.8676495119e+02,808,>12.5,2.6359780711e+03,9.6995594827e+11,4.8477043833e+03,3.2691395281e+13,4.8477043833e+03,3.2691395281e+13,1.2533980570e+01,0,0,0,1
115,7.0274013672e+03,3.6393890625e+04,3.0588085938e+04,8.3261019547e+12,1073,6.0913233552e+12,3.8614721110e+02,785,>12.5,1.3662328356e+03,9.2339806276e+11,2.7751581246e+03,9.3333041167e+13,2.7751581246e+03,9.3333041167e+13,7.1867879525e+00,0,0,1,1
130,4.2513027344e+04,1.3476075745e+02,4.2466359375e+04,7.1931935320e+12,927,5.9904479365e+12,3.8372473124e+02,772,>12.5,1.0814339402e+03,1.5674488124e+12,3.6766001509e+03,8.8250471998e+13,3.6766001509e+03,8.8250471998e+13,9.5813479079e+00,0,0,1,1
144,1.3213489990e+03,6.2862939453e+03,6.0238247070e+03,6.5025846376e+12,838,5.8042163945e+12,3.7958882086e+02,748,>12.5,6.0661442767e+03,9.4667700551e+11,1.2086115381e+04,8.3105825648e+12,1.2086115381e+04,8.3105825648e+12,3.1840019297e+01,0,0,0,1
112,1.1703701172e+04,7.4238637695e+03,2.3188095703e+04,8.4735355842e+12,1092,5.7421392138e+12,3.7902813859e+02,740,>12.5,3.4891579498e+03,1.1018699572e+12,1.9266264603e+04,9.4978086455e+12,8.8886415742e+03,5.1136077593e+12,2.3451139030e+01,0,0,0,1
132,7.9027680664e+03,3.2315185547e+04,4.6039077148e+03,7.1155967418e+12,917,5.6878216807e+12,3.7495021577e+02,733,>12.5,5.0729555347e+03,6.3318724303e+12,5.0729555347e+03,6.3318724303e+12,5.0729555347e+03,6.3318724303e+12,1.3529677598e+01,0,0,0,1
108,4.1864945312e+04,3.2332144531e+04,3.4495832031e+04,8.7606419854e+12,1129,5.6567830903e+12,3.7711137206e+02,729,>12.5,2.5409324730e+03,2.9874643207e+12,9.2083787530e+03,1.2128329177e+13,2.5409324730e+03,2.9874643207e+12,6.7378834511e+00,0,0,0,1
134,2.3350738281e+04,4.8403332031e+04,2.9722046875e+04,7.0535198536e+12,909,5.6412637952e+12,3.7567411479e+02,727,>12.5,4.5835804208e+03,9.0011912000e+11,4.8225625214e+03,1.9546552270e+13,4.8225625214e+03,1.9546552270e+13,1.2837090264e+01,0,0,0,1
136,4.4748507812e+04,3.7544101562e+04,3.4900695312e+04,6.8440093359e+12,882,5.5947059096e+12,3.7551141738e+02,721,>12.5,4.1062594660e+03,1.2027453759e+12,8.7831972617e+03,1.2128329177e+13,8.5661150820e+03,3.9496606214e+12,2.2811863197e+01,0,0,0,1
141,6.7230473633e+03,2.8748937500e+04,8.8261181641e+03,6.6732967601e+12,860,5.4860708434e+12,3.7155635663e+02,707,>12.5,2.4203584584e+03,1.2725822041e+12,2.6603331086e+03,1.1895539750e+14,2.6603331086e+03,1.1895539750e+14,7.1599719964e+00,0,0,0,1
93,4.3343261719e+04,2.3967329102e+03,9.4259265137e+02,1.1080776675e+13,1428,5.4783111958e+12,3.7291443577e+02,706,>12.5,3.5130093004e+03,8.4735351641e+12,3.5130093004e+03,8.4735351641e+12,3.5130093004e+03,8.4735351641e+12,9.4204164909e+00,0,0,0,1
139,4.5478632812e+04,4.7428707031e+04,3.7448753906e+04,6.7198546529e+12,866,5.3774357772e+12,3.7047709445e+02,693,>12.5,1.7212757198e+03,2.8943485496e+12,9.3466247141e+03,8.8250471998e+13,1.7212757198e+03,2.8943485496e+12,4.6461056449e+00,0,0,1,1
103,5.5367456055e+03,4.2234207031e+04,3.0045730469e+04,9.1331051279e+12,1177,5.3386375393e+12,3.6986034999e+02,688,>12.5,1.3840966319e+03,1.3424190324e+12,6.0101928168e+03,2.6786303468e+13,6.0101928168e+03,2.6786303468e+13,1.6249897609e+01,0,0,1,1
123,2.1251216797e+04,3.1932727051e+03,2.0288273438e+04,7.6665315044e+12,988,5.2377621207e+12,3.6730999107e+02,675,>12.5,4.4318634081e+03,9.4978086455e+12,4.4318634081e+03,9.4978086455e+12,4.4318634081e+03,9.4978086455e+12,1.2065730625e+01,0,0,0,1
128,3.9793964844e+04,4.5025166016e+03,7.4995361328e+03,7.3406267081e+12,946,5.2377621207e+12,3.6631301532e+02,675,>12.5,4.4398065072e+03,4.4074798290e+12,7.2379398996e+03,3.2528442681e+13,4.4398065072e+03,4.4074798290e+12,1.2120253230e+01,0,0,0,1
95,3.3961031250e+04,1.0893307617e+04,2.0398361816e+03,1.0560880809e+13,1361,5.2222428255e+12,3.6572064183e+02,673,>12.5,1.0285232382e+03,9.8547524345e+11,6.0460004607e+03,5.0577382967e+13,5.9047949047e+03,2.7391555979e+12,1.6145642956e+01,0,0,3,1
133,1.0651496582e+03,3.1107847656e+04,7.6317181396e+02,7.0690388490e+12,911,5.2222428255e+12,3.6613339272e+02,673,>12.5,3.3478565797e+03,1.0397927765e+12,8.5743837173e+03,9.4046928745e+12,8.5743837173e+03,9.4046928745e+12,2.3418742698e+01,0,0,0,1
137,9.8052871094e+03,1.2545456055e+04,2.5631777344e+04,6.7508935503e+12,870,5.1136077593e+12,3.6452275958e+02,659,>12.5,7.9885994200e+03,1.1251489000e+12,8.8886415742e+03,5.7421392138e+12,8.8886415742e+03,5.7421392138e+12,2.4384325370e+01,0,0,0,1
42,4.4900898438e+04,4.2358031250e+04,4.6682570312e+04,2.4528246838e+13,3161,5.0049726931e+12,3.6193465114e+02,645,>12.5,1.1769508020e+03,1.1406681952e+12,5.6160517532e+03,6.3691187387e+13,5.6160517532e+03,6.3691187387e+13,1.5516756231e+01,0,0,1,1
146,3.5536503906e+04,1.4181761719e+04,4.6275046875e+04,6.2930741200e+12,811,4.9661744552e+12,3.6069990078e+02,640,>12.5,3.8388879552e+03,6.9060863517e+12,3.8388879552e+03,6.9060863517e+12,3.8388879552e+03,6.9060863517e+12,1.0642886086e+01,0,0,0,1
148,2.7021603516e+04,4.7219667969e+04,2.6166117188e+04,6.1534004415e+12,793,4.9506551600e+12,3.6024751323e+02,638,>12.5,8.2012141889e+02,1.0785910145e+12,4.9805694660e+03,1.9546552270e+13,3.7897151746e+03,4.2910851152e+12,1.0519753879e+01,0,1,1,1
109,4.5009136719e+04,3.2963785156e+04,9.6564501953e+03,8.6985650972e+12,1121,4.9196165696e+12,3.5958880881e+02,634,>12.5,2.2472416035e+03,1.8545557731e+12,7.9059764698e+03,3.0115192282e+13,3.0689714756e+03,4.2290079345e+12,8.5346690452e+00,0,0,0,1
138,2.1516945312e+04,1.4568525391e+04,5.2413149414e+03,6.7353741016e+12,868,4.8963376269e+12,3.5814122417e+02,631,>12.5,1.4689213667e+03,8.1476299655e+11,1.3093622849e+04,1.0149619043e+13,5.0284357705e+03,4.7566639703e+12,1.4040371315e+01,0,0,1,1
143,8.1910488281e+03,4.7254410156e+04,2.2041751953e+04,6.6112198719e+12,852,4.8575393889e+12,3.5812293512e+02,626,>12.5,3.1945166374e+03,9.5443665310e+11,1.1663772284e+04,1.1802423979e+13,6.6017966827e+03,2.5141258179e+12,1.8434442576e+01,0,0,0,1
142,3.1639306641e+03,3.1423902344e+04,1.3963276367e+04,6.6732967601e+12,860,4.8187411510e+12,3.5734425287e+02,621,>12.5,6.8008107172e+03,1.6062470503e+12,8.8100395786e+03,4.6340615385e+13,8.3084792153e+03,3.1193783296e+12,2.3250630585e+01,0,0,0,1
140,8.0392153320e+03,3.2373384766e+04,2.1680115234e+04,6.7198546529e+12,866,4.8109815034e+12,3.5696454675e+02,620,>12.5,1.4073590231e+03,1.4200155083e+12,5.1427211734e+03,4.6340615385e+13,5.1427211734e+03,4.6340615385e+13,1.4406812162e+01,0,0,1,1
154,3.1293882812e+04,2.8796656250e+04,1.3274887695e+04,5.8507741383e+12,754,4.7644236179e+12,3.5422755289e+02,614,>12.5,3.0907581426e+03,2.2502978000e+12,1.3581871323e+04,1.1507557370e+13,9.6313039144e+03,2.7701941883e+12,2.7189595603e+01,0,0,0,1
156,2.2119470703e+04,1.7667662109e+04,6.4625878906e+03,5.7809372991e+12,745,4.7566639703e+12,3.5596639628e+02,613,>12.5,2.4939768445e+03,9.0787876758e+11,5.0284357705e+03,4.8963376269e+12,5.0284357705e+03,4.8963376269e+12,1.4126152983e+01,0,0,0,1
160,3.8810058594e+04,2.2636806641e+04,3.8722175781e+04,5.5326288397e+12,713,4.7489043227e+12,3.5140149673e+02,612,>12.5,1.4616190872e+03,1.1848981864e+13,1.4616190872e+03,1.1848981864e+13,1.4616190872e+03,1.1848981864e+13,4.1593991511e+00,0,0,1,1
152,1.1815444336e+04,2.7873388672e+02,6.9294526367e+03,5.8973320311e+12,760,4.6402692565e+12,3.5298400549e+02,598,>12.5,2.8939197634e+03,2.4427370601e+13,2.8939197634e+03,2.4427370601e+13,2.8939197634e+03,2.4427370601e+13,8.1984444573e+00,0,0,0,1
145,1.2469482422e+04,4.3533929688e+04,6.1450781250e+03,6.4017093543e+12,825,4.6325096090e+12,3.5286973101e+02,597,>12.5,2.3898361969e+03,1.5596891648e+12,4.0797253740e+03,1.9825899583e+13,4.0797253740e+03,1.9825899583e+13,1.1561562286e+01,0,0,0,1
155,6.1817329102e+03,2.7921986328e+04,3.4427003906e+04,5.8119761965e+12,749,4.6092306662e+12,3.5194179154e+02,594,>12.5,9.9704497863e+02,8.6132088207e+11,5.1381586381e+03,1.0576399660e+13,2.1667509622e+03,2.8788292545e+12,6.1565605854e+00,0,1,1,1
157,2.9960652344e+04,1.8193849609e+04,7.3491850586e+03,5.7033409622e+12,735,4.6092306662e+12,3.5185044356e+02,594,>12.5,1.7821235057e+03,3.0029836159e+12,1.1747875458e+04,4.7566639703e+12,1.7821235057e+03,3.0029836159e+12,5.0650028679e+00,0,0,1,1
158,4.7247667969e+04,2.6089705078e+04,1.0832462891e+04,5.6645425671e+12,730,4.4385184193e+12,3.4683477291e+02,572,>12.5,2.9114375601e+03,1.5441698697e+12,4.8401697486e+03,3.0115192282e+13,4.8401697486e+03,3.0115192282e+13,1.3955260910e+01,0,0,0,1
151,4.2605550781e+04,3.7266020508e+03,3.6544804688e+04,5.9206109775e+12,763,4.4074798290e+12,3.4711029672e+02,568,>12.5,2.2908843560e+03,1.1329085476e+12,3.9632259633e+03,7.4104634448e+12,3.9632259633e+03,7.4104634448e+12,1.1417771241e+01,0,0,0,1
171,4.0420507812e+04,7.4157431641e+03,7.7317968750e+03,5.2222430387e+12,673,4.4074798290e+12,3.4688994387e+02,568,>12.5,4.4398065072e+03,5.2377621207e+12,4.4398065072e+03,5.2377621207e+12,4.4398065072e+03,5.2377621207e+12,1.2798890788e+01,0,0,0,1
169,4.9410488281e+04,1.1221582031e+04,3.4297425781e+04,5.2377620341e+12,675,4.3764412386e+12,3.4518593807e+02,564,>12.5,2.1386889164e+03,1.0320331290e+12,5.4337623662e+03,2.7919212015e+13,5.3269046519e+03,4.0272570972e+12,1.5431986256e+01,0,0,0,1
172,1.8843745117e+03,3.7754956055e+03,3.3152425781e+04,5.2067235900e+12,671,4.3376430007e+12,3.4321928888e+02,559,>12.5,3.3782224787e+03,8.1476299655e+11,6.7101365382e+03,2.7919212015e+13,6.7101365382e+03,2.7919212015e+13,1.9550581088e+01,0,0,0,1
162,3.9009847656e+04,8.4459680176e+02,1.3708331055e+04,5.4705514982e+12,705,4.3298833531e+12,3.4004365833e+02,558,>12.5,5.1499156166e+03,8.1476299655e+11,1.0767599918e+04,5.2377621207e+12,1.0767599918e+04,5.2377621207e+12,3.1665345477e+01,0,0,0,1
111,1.0338630859e+04,4.1647402344e+04,2.7773224609e+04,8.4968145306e+12,1095,4.3221237055e+12,3.4428937936e+02,557,>12.5,2.0452600386e+03,1.5146832088e+13,2.0452600386e+03,1.5146832088e+13,2.0452600386e+03,1.5146832088e+13,5.9405260841e+00,0,0,0,1
165,6.9764648438e+02,4.5457402344e+04,5.0087910156e+03,5.3774357125e+12,693,4.3143640579e+12,3.4355540595e+02,556,>12.5,2.9414576797e+03,1.1406681952e+12,6.0398560742e+03,3.5073607090e+13,6.0398560742e+03,3.5073607090e+13,1.7580442542e+01,0,0,0,1
181,2.8719039062e+04,4.5920031250e+04,2.7558404297e+04,4.9040972868e+12,632,4.2910851152e+12,3.3953153796e+02,553,>12.5,2.4474104846e+03,1.3889769179e+12,3.7897151746e+03,4.9506551600e+12,3.7897151746e+03,4.9506551600e+12,1.1161599884e+01,0,0,0,1
186,6.3932812500e+03,3.8281285156e+04,3.2880214844e+04,4.7721831060e+12,615,4.2367675821e+12,3.4242090335e+02,546,>12.5,2.3129963227e+03,9.3333041167e+13,2.3129963227e+03,9.3333041167e+13,2.3129963227e+03,9.3333041167e+13,6.7548338903e+00,0,0,0,1
163,4.5910257812e+04,3.1113375000e+04,9.4763125000e+03,5.4627920005e+12,704,4.2290079345e+12,3.4113212293e+02,545,>12.5,3.0689714756e+03,4.9196165696e+12,3.0689714756e+03,4.9196165696e+12,3.0689714756e+03,4.9196165696e+12,8.9964306181e+00,0,0,0,1
170,9.6378984375e+03,1.1241017578e+04,8.4966884766e+03,5.2222430387e+12,673,4.2134886393e+12,3.4082651362e+02,543,>12.5,3.5578415155e+03,1.7381610593e+12,9.0863691054e+03,1.0149619043e+13,9.0863691054e+03,1.0149619043e+13,2.6659807094e+01,0,0,0,1
147,4.5130966797e+03,3.6040601562e+04,3.1176460938e+04,6.1766793879e+12,796,4.1902096965e+12,3.4072943188e+02,540,>12.5,2.1298856973e+03,1.2260243186e+12,3.8714883138e+03,6.0913233552e+12,3.8714883138e+03,6.0913233552e+12,1.1362353679e+01,0,0,0,1
159,4.7700230469e+04,4.4843609375e+04,3.0953453125e+04,5.6102251766e+12,723,4.1824500490e+12,3.4031878678e+02,539,>12.5,2.3163764925e+03,6.9371249420e+12,2.3163764925e+03,6.9371249420e+12,2.3163764925e+03,6.9371249420e+12,6.8064902160e+00,0,0,0,1
149,7.3619199219e+03,4.7771757812e+04,1.5261041992e+04,5.9904478167e+12,772,4.1358921634e+12,3.3953134813e+02,533,>12.5,7.4676983941e+03,1.2027453759e+12,9.2736957209e+03,1.6877233500e+13,9.2736957209e+03,1.6877233500e+13,2.7313223865e+01,0,0,0,1
185,1.5788203125e+04,1.8088130859e+04,7.1266933594e+03,4.7721831060e+12,615,4.1358921634e+12,3.3857501550e+02,533,>12.5,4.8796073119e+03,3.5771975372e+12,5.0085399156e+03,1.0149619043e+13,4.8796073119e+03,3.5771975372e+12,1.4412189584e+01,0,0,0,1
113,9.7232460938e+03,3.2184410156e+04,8.1648940430e+03,8.4735355842e+12,1092,4.1048535731e+12,3.3879690983e+02,529,>12.5,2.2485170636e+03,5.7056688701e+13,2.2485170636e+03,5.7056688701e+13,2.2485170636e+03,5.7056688701e+13,6.6367696940e+00,0,0,0,1
183,3.4824855469e+04,4.1660261719e+04,3.7593718750e+04,4.7799430571e+12,616,4.0970939255e+12,3.3745115275e+02,528,>12.5,3.8023831846e+03,1.4820926890e+12,3.9808433843e+03,1.1398922304e+13,3.9808433843e+03,1.1398922304e+13,1.1796798890e+01,0,0,0,1
173,8.9863437500e+03,2.8682761719e+04,5.7257866211e+03,5.0825693603e+12,655,4.0815746303e+12,3.3681989644e+02,526,>12.5,3.6193882771e+03,2.3123749807e+12,5.0959066934e+03,1.4130318254e+13,3.6193882771e+03,2.3123749807e+12,1.0745767443e+01,0,0,0,1
129,2.4925134766e+04,5.8868198242e+03,3.5872714844e+03,7.3328667571e+12,945,4.0272570972e+12,3.3629073073e+02,519,>12.5,1.4890517398e+03,1.9166329538e+12,5.8011144993e+03,6.9759231800e+12,5.8011144993e+03,6.9759231800e+12,1.7250295560e+01,0,0,1,1
179,1.0030111694e+03,8.0672001953e+03,3.4908703125e+04,4.9273762332e+12,635,4.0272570972e+12,3.3643117255e+02,519,>12.5,1.5625851967e+03,1.1561874903e+12,1.6153097480e+03,2.7919212015e+13,1.6153097480e+03,2.7919212015e+13,4.8013082015e+00,0,0,2,1
150,4.2669707031e+04,5.8512822266e+03,3.4724863281e+04,5.9283709285e+12,764,4.0039781545e+12,3.3598439453e+02,516,>12.5,2.1632207933e+03,1.4277751559e+12,2.8612004545e+03,7.4104634448e+12,2.8612004545e+03,7.4104634448e+12,8.5158730617e+00,0,0,0,1
174,1.6014688477e+04,4.3841632812e+04,2.3448486328e+03,5.0127325211e+12,646,3.9806992117e+12,3.3533947600e+02,513,>12.5,1.5945618601e+03,1.1018699572e+12,2.6864265911e+03,7.9427752692e+13,2.6864265911e+03,7.9427752692e+13,8.0110657507e+00,0,0,1,1
199,4.9032480469e+04,3.3745796875e+04,3.5590179688e+04,4.3531620708e+12,561,3.9496606214e+12,3.3439066994e+02,509,>12.5,3.3657974825e+03,5.0243718121e+13,3.3657974825e+03,5.0243718121e+13,3.3657974825e+03,5.0243718121e+13,1.0065464694e+01,0,0,0,1
176,2.7719822266e+04,3.5568292969e+04,3.0324414062e+04,4.9894535747e+12,643,3.9419009738e+12,3.3368124560e+02,508,>12.5,2.2486200948e+03,3.4576989644e+13,2.2486200948e+03,3.4576989644e+13,2.2486200948e+03,3.4576989644e+13,6.7388267228e+00,0,0,0,1
94,2.2132986328e+04,3.4063386719e+04,5.0768081055e+03,1.0630716742e+13,1370,3.9341413262e+12,3.3335689388e+02,507,>12.5,1.7291270221e+03,1.4976119841e+12,2.1623268890e+03,7.0767985986e+12,2.1623268890e+03,7.0767985986e+12,6.4865221891e+00,0,0,1,1
164,3.2761777344e+04,4.9291284180e+03,3.9593273438e+04,5.4239936053e+12,699,3.9263816786e+12,3.3388258034e+02,506,>12.5,5.2131816795e+03,8.2795439745e+12,5.2131816795e+03,8.2795439745e+12,5.2131816795e+03,8.2795439745e+12,1.5613817511e+01,0,0,0,1
191,1.5631899414e+04,8.6502548828e+03,6.5888632812e+03,4.5859515348e+12,591,3.9108623834e+12,3.3310883041e+02,504,>12.5,1.9702009816e+03,1.7071224690e+12,5.5531000239e+03,8.5511316400e+12,5.5531000239e+03,8.5511316400e+12,1.6670527818e+01,0,0,1,1
184,2.0263726562e+04,2.3129665527e+03,1.5909539062e+04,4.7721831060e+12,615,3.9031027358e+12,3.3311624595e+02,503,>12.5,2.8388379317e+03,7.8372440620e+11,6.7947256211e+03,5.2377621207e+12,5.7843870496e+03,2.8477906641e+12,1.7364469971e+01,0,0,0,1
205,3.9691394531e+04,2.4035123047e+04,2.4836746094e+04,4.1669309529e+12,537,3.8643044979e+12,3.3150458747e+02,498,>12.5,2.4425150571e+03,1.2881014993e+12,1.0368414590e+04,1.1507557370e+13,6.6088320381e+03,3.5151203565e+12,1.9935869028e+01,0,0,0,1
167,3.7915425781e+04,4.5659144531e+04,1.5872153320e+03,5.3696762148e+12,692,3.8099869648e+12,3.2881114446e+02,491,>12.5,4.6785918046e+03,1.9352561080e+13,4.6785918046e+03,1.9352561080e+13,4.6785918046e+03,1.9352561080e+13,1.4228811534e+01,0,0,0,1
192,4.1896390625e+04,1.6403623047e+04,4.3935207031e+04,4.5471535930e+12,586,3.7711887269e+12,3.2756843845e+02,486,>12.5,1.4552250675e+03,1.5286505745e+12,4.8917570706e+03,1.2927572879e+13,4.8917570706e+03,1.2927572879e+13,1.4933542113e+01,0,0,1,1
166,1.9628037109e+03,3.7742472656e+04,1.3052878906e+04,5.3696762148e+12,692,3.7401501365e+12,3.2859133418e+02,482,>12.5,2.5532700267e+03,1.5752084600e+12,5.3619810958e+03,6.7353741048e+12,5.3619810958e+03,6.7353741048e+12,1.6318084313e+01,0,0,0,1
