group_index,selected,mass_bin_log10,M200c_Msun,log10_M200c_Msun,R200c_kpc_h,GroupLen,GroupNsubs,x_Mpc_h,y_Mpc_h,z_Mpc_h,edge_distance_Mpc_h,neighbor_group_index,neighbor_M200c_Msun,neighbor_mass_ratio,neighbor_distance_Mpc_h,neighbor_distance_over_R200c,score
5080,0,,105361462489.38141,11.022681790300918,67.32167053222656,980,1,7.09719921875,19.720533203125,25.411494140625,7.09719921875,2515,200174652389.7349,1.899884907253532,1.1535944986369104,17.13555961278011,1.0
5089,0,,101481642810.91446,11.006387489077285,66.48726654052734,978,2,31.10201953125,28.98725,44.439054687500004,5.560945312499996,1879,331603694514.5823,3.267622451997968,1.4460153053457698,21.748755522448054,1.0
5092,0,,107665112949.31013,11.032075000344475,67.80796813964844,978,1,16.9516015625,23.07040234375,33.48880859375,16.51119140625,2398,246005078121.3734,2.2849098596793853,1.7386070831166054,25.64015897860259,1.0
5106,0,,90933370221.88655,10.958723287443208,64.10073852539062,975,1,31.009755859375,25.692171875,36.84117578125,13.158824218749999,2591,238972905839.54492,2.628000097834569,3.123943785649478,48.73491097785197,1.0
5114,0,,93843238522.30804,10.972402986832313,64.7737045288086,973,1,12.6192138671875,20.56708203125,36.4141796875,12.6192138671875,162,4939985813587.391,52.6408283790534,1.1840982959578803,18.280539990286393,1.0
5116,0,,84143675159.85553,10.925021476860776,62.45940399169922,972,2,27.7718125,17.385263671875002,11.886873046875,11.886873046875,1181,558088396676.4381,6.632565021865113,1.2137695790358776,19.432935658450827,1.0
5118,0,,98329283124.41032,10.992682872923465,65.78799438476562,972,3,20.50351171875,24.39409375,30.5981328125,19.4018671875,9503,52741355861.99701,0.5363748639890564,2.482218571018553,37.730570664628054,1.0
5126,0,,93358262833.28531,10.97015276196472,64.65925598144531,969,1,19.156447265625,43.12391796875,31.651134765625002,6.87608203125,7808,56863666926.5466,0.6090908849502802,2.109096328006003,32.61862970726467,1.0
4951,0,,92509546523.56732,10.966186552074989,64.46646118164062,1009,2,39.6185234375,32.221435546875,9.48062890625,9.48062890625,10415,49225262637.94018,0.5321100847186595,1.079650877206195,16.747481673674812,1.0
4945,0,,111181199090.2244,11.046031353597662,68.53960418701172,1010,2,26.08277734375,22.57816796875,34.295140625,15.704859374999998,1039,637867304801.3743,5.737186772772077,1.5591811564411195,22.748616291784554,1.0
4736,0,,121971955982.19238,11.086259988361407,70.68775939941406,1069,1,13.3569951171875,24.766513671875,9.07954296875,9.07954296875,3727,141734816244.6501,1.1620279030807954,1.3218091005237145,18.69926436704501,1.0
4932,0,,97238082511.75226,10.987836386177305,65.54563903808594,1013,2,39.40144921875,36.60613671875,28.042412109375,10.598550781249997,2400,239942843051.3052,2.4675809811686236,1.8802847526969184,28.6866491850718,1.0
4741,0,,112272399702.88245,11.050273005326675,68.76263427734375,1067,1,14.044171875,31.693150390625,17.737498046875,14.044171875,4694,116394710767.43204,1.036717047782526,2.2098631780275713,32.13755844656009,1.0
4742,0,,110817465552.6717,11.044608213419302,68.46562957763672,1067,1,43.54666015625,7.3248666992187506,38.75648046875,6.453339843750001,2981,185746560122.24002,1.6761487839112725,2.224193440555949,32.486277483709124,1.0
4752,0,,101845376348.46715,11.007941317362425,66.56830596923828,1064,2,5.10539599609375,16.06740234375,18.136630859375,5.10539599609375,9393,52377622324.44432,0.5142857162728001,1.828664971227419,27.47050483863085,1.0
4757,0,,123426890132.40312,11.091409786633212,70.97054290771484,1063,1,33.55764453125,27.093958984375,17.294234375000002,16.44235546875,764,824947549839.2124,6.683693877033363,1.2268267863166349,17.286422451522107,1.0
4762,0,,121123253838.75955,11.083227529141112,70.52653503417969,1062,1,28.401423828125,42.988023437500004,16.5430078125,7.011976562499996,3932,151919355296.1253,1.2542542450053549,1.3144997767393478,18.63837172919801,1.0
4764,0,,106573912336.65207,11.027650909054563,67.57947540283203,1061,1,35.559242187500004,37.6028046875,15.2184072265625,12.397195312500003,8214,60985977991.09619,0.5722411484571386,1.244643567906371,18.41747898288971,1.0
4768,0,,111544932627.77708,11.047449845513789,68.61668395996094,1059,1,13.105958984375,6.23376123046875,31.29834765625,6.23376123046875,483,869565511557.2952,7.795652308644227,1.848597893019369,26.94093894275128,1.0
4774,0,,97116840360.28223,10.987294544443538,65.5198974609375,1058,2,25.38947265625,26.375021484375,13.460158203125001,13.460158203125001,3590,126094274129.88455,1.2983770236150844,1.760777943980185,26.873942301725187,1.0
4778,0,,98814258813.43304,10.99481961743361,65.8956527709961,1057,2,32.682291015625,34.37566796875,11.8222548828125,11.8222548828125,3540,90205903146.78117,0.9128834667180479,1.0577965154249789,16.052599389235688,1.0
4800,0,,116879693539.59734,11.067739064200742,69.69355773925781,1052,1,15.658897460937501,34.2888515625,41.15175390625,8.84824609375,441,1060646882173.3534,9.074689110251816,1.873721558610638,26.88514719855069,1.0
4805,0,,100390442198.2564,11.001692367209937,66.24744415283203,1049,1,8.2333740234375,43.4839296875,37.0083046875,6.516070312499998,7752,58561088921.26871,0.5833333098146848,1.699762431141829,25.657781260519247,1.0
4806,0,,106937645874.20476,11.029130619308965,67.65843200683594,1049,1,23.818205078125,10.351216796875,35.7836015625,10.351216796875,8173,61713445066.20156,0.5770974717247627,1.569745579971674,23.20103397922484,1.0
4810,0,,102572843423.57253,11.011032394767998,66.72344207763672,1047,2,6.4872529296875,31.075115234375,26.093708984375002,6.4872529296875,4289,118213378455.19548,1.1524822215080426,1.3632239027913857,20.43095890054942,1.0
4816,0,,105725196026.93408,11.024178499052676,67.39717864990234,1046,2,6.90664208984375,23.51419140625,40.841539062500004,6.90664208984375,1752,350639073535.6495,3.316513818014792,1.1745950209167566,17.427955360242052,1.0
4848,0,,107907597252.25021,11.033052022334237,67.86140441894531,1036,1,12.8223623046875,7.90273193359375,44.874253906250004,5.125746093749996,3173,181018024134.0551,1.677528077202,1.536582441246643,22.64295079660428,1.0
4860,0,,106088929564.48677,11.025670067408441,67.48023223876953,1032,2,40.95484375,18.4752421875,41.783640625000004,8.216359374999996,7180,70685541353.54869,0.6662857438917044,2.868128313405062,42.503237144421554,1.0
4863,0,,111544932627.77708,11.047449845513789,68.6159439086914,1032,1,43.6882109375,7.16508837890625,31.027666015625,6.311789062499997,7079,73716651805.44023,0.660869571291338,1.1192262009256149,16.311459657466656,1.0
4866,0,,103421552650.14793,11.01461105347405,66.90380859375,1031,1,43.10651171875,32.42178515625,27.870179687500002,6.893488281250001,1912,324935255770.30646,3.141852422864797,1.0141531024745654,15.158376238827532,1.0
4867,0,,62440912141.30694,10.795469238641548,56.55030822753906,1031,3,14.4463349609375,26.123314453125,11.0510048828125,11.0510048828125,4917,111059956938.75435,1.7786408482858171,1.2874069271452997,22.765692486859937,1.0
