1.000000000000000048e-04 4.219793437318361953e+02
1.008095673533814960e-04 4.252738977359839510e+02
1.016256886997595919e-04 4.285941484579875578e+02
1.024484170981219429e-04 4.319402960736568957e+02
1.032778060370044288e-04 4.353125422160816242e+02
1.041139094379686826e-04 4.387110896594571727e+02
1.049567816591076553e-04 4.421361426295841852e+02
1.058064774985796808e-04 4.455879069254525575e+02
1.066630521981710972e-04 4.490665899312301121e+02
1.075265614468877472e-04 4.525724006283299445e+02
1.083970613845754410e-04 4.561055496075589417e+02
1.092746086055698554e-04 4.596662490813681075e+02
1.101592601623759633e-04 4.632547128961903127e+02
1.110510735693771438e-04 4.668711565448857073e+02
1.119501068065744732e-04 4.705157971792443163e+02
1.128564183233562117e-04 4.741888536226178985e+02
1.137700670422977286e-04 4.778905463900335349e+02
1.146911123629924085e-04 4.816210977736760128e+02
1.156196141659132680e-04 4.853807318273127294e+02
1.165556328163061496e-04 4.891696743326987757e+02
1.174992291681141806e-04 4.929881528120752705e+02
1.184504645679341226e-04 4.968363965414642394e+02
1.194094008590048251e-04 5.007146365640446106e+02
1.203761003852277462e-04 5.046231057036330867e+02
1.213506259952202958e-04 5.085620385782659127e+02
1.223330410464016521e-04 5.125316716138855782e+02
1.233234094091121061e-04 5.165322430581288700e+02
1.243217954707652852e-04 5.205639929942240087e+02
1.253282641400343251e-04 5.246271633536737227e+02
1.263428808510717340e-04 5.287219978799643059e+02
1.273657115677636936e-04 5.328487421246989015e+02
1.283968227880183497e-04 5.370076435232434733e+02
1.294362815480892305e-04 5.411989514135617583e+02
1.304841554269334963e-04 5.454229170506521314e+02
1.315405125506055053e-04 5.496797936211361275e+02
1.326054215966858884e-04 5.539698362579055129e+02
1.336789517987465377e-04 5.582933020549113508e+02
1.347611729508517799e-04 5.626504500820453814e+02
1.358521554120958440e-04 5.670415414001485033e+02
1.369519701111772457e-04 5.714668390761102046e+02
1.380606885510101160e-04 5.759266081980647414e+02
1.391783828133727995e-04 5.804211158321656967e+02
1.403051255635941554e-04 5.849506309221095535e+02
1.414409900552779419e-04 5.895154244403103121e+02
1.425860501350650108e-04 5.941157694341235356e+02
1.437403802474346705e-04 5.987519410414869299e+02
1.449040554395442928e-04 6.034242165066663119e+02
1.460771513661086570e-04 6.081328751961323178e+02
1.472597442943183511e-04 6.128781986145407927e+02
1.484519111087982083e-04 6.176604704208465364e+02
1.496537293166059395e-04 6.224799764445255050e+02
1.508652770522710986e-04 6.273370047019060394e+02
1.520866330828748406e-04 6.322318454126508414e+02
1.533178768131708797e-04 6.371647909898866828e+02
1.545590882907479447e-04 6.421361358937791692e+02
1.558103482112338956e-04 6.471461767490937973e+02
1.570717379235420964e-04 6.521952124412435978e+02
1.583433394351599908e-04 6.572835441335028008e+02
1.596252354174810997e-04 6.624114752840207530e+02
1.609175092111793577e-04 6.675793116629776023e+02
1.622202448316277111e-04 6.727873613698254758e+02
1.635335269743601121e-04 6.780359348507046207e+02
1.648574410205778289e-04 6.833253449159493584e+02
1.661920730427005879e-04 6.886559067577335327e+02
1.675375098099622228e-04 6.940279379678499936e+02
1.688938387940519678e-04 6.994417585522668332e+02
1.702611481748013964e-04 7.048976908822087353e+02
1.716395268459170321e-04 7.103960597134188220e+02
1.730290644207600401e-04 7.159371922665601460e+02
1.744298512381719168e-04 7.215214182481415719e+02
1.758419783683480737e-04 7.271490698689722194e+02
1.772655376187583676e-04 7.328204818627855275e+02
1.787006215401159854e-04 7.385359915049476740e+02
1.801473234323946310e-04 7.442959386313643790e+02
1.816057373508938233e-04 7.501006656574634235e+02
1.830759581123543925e-04 7.559505175973602036e+02
1.845580813011223867e-04 7.618458420831267404e+02
1.860522032753635557e-04 7.677869893823134362e+02
1.875584211733278444e-04 7.737743121308893706e+02
1.890768329196648701e-04 7.798081650346724700e+02
1.906075372317901412e-04 7.858889053939899441e+02
1.921506336263031542e-04 7.920168931948934414e+02
1.937062224254573978e-04 7.981924911287454734e+02
1.952744047636824516e-04 8.044160646118432396e+02
1.968552825941592395e-04 8.106879818052663040e+02
1.984489586954484074e-04 8.170086136347816819e+02
2.000555366781723156e-04 8.233783338109539045e+02
2.016751209917508889e-04 8.297975188493645646e+02
2.033078169311927337e-04 8.362665480909610096e+02
2.049537306439402754e-04 8.427858037225576027e+02
2.066129691367710305e-04 8.493556708457235800e+02
2.082856402827545255e-04 8.559765376855114027e+02
2.099718528282652958e-04 8.626487954553863347e+02
2.116717164000531852e-04 8.693728383093674665e+02
2.133853415123702403e-04 8.761490633634755341e+02
2.151128395741559892e-04 8.829778707172879422e+02
2.168543228962802375e-04 8.898596634756993353e+02
2.186099046988450073e-04 8.967948477707890333e+02
2.203796991185452670e-04 9.037838327838798023e+02
2.221638212160893463e-04 9.108270307677224764e+02
2.239623869836796335e-04 9.179248570688324662e+02
2.257755133525534178e-04 9.250777301500120302e+02
2.276033182005851260e-04 9.322860715132751466e+02
2.294459203599500861e-04 9.395503045555703920e+02
2.313034396248499019e-04 9.468708549462597830e+02
2.331759967593011445e-04 9.542481514751394798e+02
2.350637135049863313e-04 9.616826260907882897e+02
2.369667125891689269e-04 9.691747139226282570e+02
2.388851177326721770e-04 9.767248533031358875e+02
2.408190536579228038e-04 9.843334857901922987e+02
2.427686460970595922e-04 9.920010561895375076e+02
2.447340218001076498e-04 9.997280125774677799e+02
2.467153085432188049e-04 1.007514806323561515e+03
2.487126351369791429e-04 1.015361892113617728e+03
2.507261314347829771e-04 1.023269727978559558e+03
2.527559283412752870e-04 1.031238775618485988e+03
2.548021578208625976e-04 1.039269500583084664e+03
2.568649529062918906e-04 1.047362371892059627e+03
2.589444477072999910e-04 1.055517862023837552e+03
2.610407774193322324e-04 1.063736446939850794e+03
2.631540783323324095e-04 1.072018606109016901e+03
2.652844878396029321e-04 1.080364822532358858e+03
2.674321444467376218e-04 1.088775582767799278e+03
2.695971877806264982e-04 1.097251376955067144e+03
2.717797585985330449e-04 1.105792698840858975e+03
2.739799987972457978e-04 1.114400045804062302e+03
2.761980514223032787e-04 1.123073918881127611e+03
2.784340606772940110e-04 1.131814822304761037e+03
2.806881719332317781e-04 1.140623262366941617e+03
2.829605317380065599e-04 1.149499748685695749e+03
2.852512878259121218e-04 1.158444794561845129e+03
2.875605891272509616e-04 1.167458917003677016e+03
2.898885857780167234e-04 1.176542636751970804e+03
2.922354291296547809e-04 1.185696478304942957e+03
2.946012717589027285e-04 1.194920969943521413e+03
2.969862674777095290e-04 1.204216643756688427e+03
2.993905713432352738e-04 1.213584035666949831e+03
3.018143396679324195e-04 1.223023685456040766e+03
3.042577300297079064e-04 1.232536136790681212e+03
3.067209012821680561e-04 1.242121937144963340e+03
3.092040135649459223e-04 1.251781637074202081e+03
3.117072283141129928e-04 1.261515790647668382e+03
3.142307082726743749e-04 1.271324955878107403e+03
3.167746175011493617e-04 1.281209694750256858e+03
3.193391213882377589e-04 1.291170573246654158e+03
3.219243866615722430e-04 1.301208161373720259e+03
3.245305813985579439e-04 1.311323033187914916e+03
3.271578750372997383e-04 1.321515766821997659e+03
3.298064383876183410e-04 1.331786944511533875e+03
3.324764436421547031e-04 1.342137152621477981e+03
3.351680643875653751e-04 1.352566981672862994e+03
3.378814756158077508e-04 1.363077026343372154e+03
3.406168537355170342e-04 1.373667884837326028e+03
3.433743765834749301e-04 1.384340158844309144e+03
3.461542234361719554e-04 1.395094454237813807e+03
3.489565750214623958e-04 1.405931381136238997e+03
3.517816135303143471e-04 1.416851553929609281e+03
3.546295226286544063e-04 1.427855591306450606e+03
3.575004874693085873e-04 1.438944116280814342e+03
3.603946947040398917e-04 1.450117756219356806e+03
3.633123324956826460e-04 1.461377142868626379e+03
3.662535905303764753e-04 1.472722912382521599e+03
3.692186600298979116e-04 1.484155705349785649e+03
3.722077337640925052e-04 1.495676166818904221e+03
3.752210060634077150e-04 1.507284945603304550e+03
3.782586728315266277e-04 1.518982693312153742e+03
3.813209315581048402e-04 1.530770065782251095e+03
3.844079813316094189e-04 1.542647723340241782e+03
3.875200228522629182e-04 1.554616330829427170e+03
3.906572584450912662e-04 1.566676557636611278e+03
3.938198920730779013e-04 1.578829077719077532e+03
3.970081293504237278e-04 1.591074569631749227e+03
4.002221775559154367e-04 1.603413716554375469e+03
4.034622456464006211e-04 1.615847206318878534e+03
4.067285442703735886e-04 1.628375731436824253e+03
4.100212857816702976e-04 1.640999989126994706e+03
4.133406842532737755e-04 1.653720680973809294e+03
4.166869554912319131e-04 1.666538511258236895e+03
4.200603170486881793e-04 1.679454188265741777e+03
